реки	река	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
реки	река	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
реки	река	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
население	население	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
население	население	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
биография	биография	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
годах	год	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
района	район	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
составе	состав	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
уже	уж	NOUN	Animacy=Anim|Case=Loc|Gender=Masc|Number=Sing
части		
части	часть	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
части	часть	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
части	часть	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
части	часть	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
части	часть	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
годы	год	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
годы	год	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
часть	часть	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
часть	часть	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
я	я	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
я	я	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur
я	я	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
я	я	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
я	я	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
я	я	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
я	я	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur
я	я	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
я	я	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
я	я	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
я	я	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
я	я	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur
районе	район	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
место	место	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
место	место	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
территории	территория	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
территории	территория	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
территории	территория	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
территории	территория	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
территории	территория	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
века	век	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
века	век	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
века	век	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
века	веко	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
мира	миро	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
мира	мир	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
мира	миро	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
мира	миро	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
января	январь	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
августа	август	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
декабря	декабрь	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
мая		
мая	май	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
июля	июль	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
название	название	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
название	название	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
октября	октябрь	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
сентября	сентябрь	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
марта	март	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
населения	население	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
населения	население	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
населения	население	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
второй	втора	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
второй		
июня	июнь	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
е	ё	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
е	е	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
е	ё	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur
е	ё	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
е	е	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
е	ё	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
е	е	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur
е	е	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
е	ё	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
е	е	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
е	е	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur
е	ё	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
е	ё	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
е	ё	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
е	ё	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
е	ё	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur
е	е	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
е	е	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
е	е	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
е	е	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
е	ё	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
е	е	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
е	е	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur
е	ё	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur
других		
других	другой	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
других	другой	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur
других	другой	NOUN	Animacy=Anim|Case=Loc|Gender=Masc|Number=Plur
город	город	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
город	город	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
группы	группа	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
группы	группа	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
группы	группа	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
апреля	апрель	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
армии	армия	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
армии	армия	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
армии	армия	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
армии	армия	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
армии	армия	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
село		
село	село	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
село	село	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
тем		
тем	тема	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
тем	тьма	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
участие	участие	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
участие	участие	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
ноября	ноябрь	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
качестве	качество	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
февраля	февраль	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
район	район	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
район	район	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
район	район	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
этой	эта	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
этой		
жизни	жизнь	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
жизни	жизнь	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
жизни	жизнь	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
жизни	жизнь	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
жизни	жизнь	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
числе	число	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
деревня	деревня	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
времени		
времени	время	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
времени	время	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
времени	время	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
городе	город	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
совета	совет	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
данным		
данным	данные	NOUN	Animacy=Inan|Case=Dat|Gender=Masc,Fem,Neut|Number=Plur
работы	работа	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
работы	работа	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
работы	работа	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
своего	свое	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
своего		
своего	свой	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
своего	свой	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
человека	человек	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
человека	человек	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
начале	начало	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
годов		
годов	год	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
период	период	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
период	период	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
период	период	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
конце	конец	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
другие		
другие	другой	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
раз	раз	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
раз	раз	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
раз	раз	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
раз	раз	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
истории	история	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
истории	история	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
истории	история	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
истории	история	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
истории	история	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
имени	имя	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
имени	имя	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
имени	имя	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
связи	связи	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
связи	связь	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
связи	связь	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
связи	связь	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
связи	связь	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
связи	связь	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
связи	связи	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
площадь	площадь	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
площадь	площадь	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
род	род	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
род	род	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
центр	центр	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
центр	центр	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
центр	центр	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
образом	образ	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
день		
день	день	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
день	день	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
своих		
своих	свое	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
своих	свой	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
своих	свое	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur
своих	свой	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur
своих	свой	NOUN	Animacy=Anim|Case=Loc|Gender=Masc|Number=Plur
республики	республика	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
республики	республика	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
республики	республика	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
результате	результат	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
церкви	церковь	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
церкви	церковь	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
церкви	церковь	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
церкви	церковь	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
церкви	церковь	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
стали		
стали	сталь	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
стали	сталь	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
стали	сталь	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
стали	сталь	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
стали	сталь	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
переписи	перепись	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
переписи	перепись	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
переписи	перепись	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
переписи	перепись	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
переписи	перепись	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
страны	страна	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
страны	страна	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
страны	страна	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
группа	группа	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
начал	начало	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
область	область	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
область	область	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
начала		
начала	начало	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
начала	начало	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
начала	начало	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
поселения	поселение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
поселения	поселение	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
поселения	поселение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
фильм	фильм	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
фильм	фильм	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
фильм	фильма	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
фильм	фильм	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
роль	роль	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
роль	роль	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
роль	роля	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
течение	течение	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
течение	течение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
смерти	смерть	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
смерти	смерть	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
смерти	смерть	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
смерти	смерть	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
смерти	смерть	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
перед		
перед	перед	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
перед	перед	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
свой		
свой	свой	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
округа	округ	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
округа	округ	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
округа	округ	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
округа	округа	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
команды	команда	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
команды	команда	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
команды	команда	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
член	член	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
член	член	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
член	член	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
член	член	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
университета	университет	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
сборной		
сборной	сборная	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
сборной	сборная	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
сборной	сборная	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
сборной	сборная	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
свои	свой	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
свои		
свои	свое	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
свои	свое	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
альбом	альбом	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
альбом	альбом	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
альбом	альбом	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
стороны	сторона	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
стороны	сторона	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
стороны	сторона	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
клуб	клуб	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
клуб	клуб	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
клуб	клуб	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
системы	система	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
системы	система	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
системы	система	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
центра	центр	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
партии	партия	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
партии	партия	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
партии	партия	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
партии	партия	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
партии	партия	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
союза	союз	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
федерации	федерация	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
федерации	федерация	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
федерации	федерация	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
федерации	федерация	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
федерации	федерация	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
код	код	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
код	кода	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
код	код	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
код	код	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
имя	имя	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
имя	имя	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
первым		
первым	первое	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur
первым	первое	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
наук	наука	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
жизнь	жизнь	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
жизнь	жизнь	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
берегу		
берегу	берег	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
берегу	берег	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
женщин	женщина	NOUN	Animacy=Anim|Case=Gen|Gender=Fem|Number=Plur
женщин	женщина	NOUN	Animacy=Anim|Case=Acc|Gender=Fem|Number=Plur
семье	семья	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
семье	семья	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
настоящее	настоящее	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
настоящее		
настоящее	настоящее	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
академии	академия	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
академии	академия	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
